"Sub.Num"	"vanilla"	"vanilla_n"	"vanilla_sd"
"30009"	0.626673128002958	24	0.193739023157406
"30010"	0.665307565345675	24	0.13399179555236
"30011"	0.500882298595713	6	0.0626065652553786
"30013"	0.578423120089787	27	0.134745602845821
"30014"	0.592772124555661	16	0.124219083474653
"30015"	0.587267907491485	9	0.19322925520774
"30016"	0.580184966548603	22	0.123453409965086
"30017"	0.619349625622575	9	0.180745326627502
"30018"	0.60282335653538	27	0.204492528675644
"30019"	0.729220779220779	24	0.192240086402101
"30020"	0.591867071881607	8	0.185104967667501
"30023"	0.495031651086671	15	0.114490527331355
"30024"	0.575874010633147	21	0.184525887729632
"30025"	0.349721706864564	7	0.169875994917274
"30026"	0.659680597180597	13	0.132562459737386
"30028"	0.588059310443031	12	0.142623739450492
"30029"	0.649976958718653	28	0.144029961982551
"30030"	0.701309647747096	23	0.179179032745355
"30031"	0.639634986225895	22	0.200173718137932
"30036"	0.688382889040784	19	0.173339852038992
"30037"	0.629251486995389	15	0.184159612740876
"30038"	0.578512396694215	22	0.205322870009172
"30039"	0.679620785575254	11	0.200950241423943
"30041"	0.6399518999519	15	0.173437256766436
"30042"	0.561111111111111	10	0.224020501707288
"30043"	0.59724025974026	10	0.229839160830356
"30046"	0.601046176046176	15	0.144613563333307
"30048"	0.635713465827102	22	0.159947829309442
"30050"	0.510115691801738	16	0.258571453286226
"30058"	0.518968971832568	24	0.26617881609169
